Date,Reservoir 1 Level,Reservoir 2 Level,Generator Production (MWh),Discharge (m³),Load Shedding (MWh),Spillage (MWh),Bypass Water (MWh),Regulated Inflow (m³),Unregulated Inflow (m³),Penalty for Load Shedding,Penalty for Spillage,Penalty for Bypass
24/08/2029,14.92599005,15.09157966,52.05339922,121.0567928,7,4,0,1872,3297,92,28,10
25/08/2029,16.3341174,10.24669955,51.18950519,103.4251396,0,3,1,1784,2579,97,21,19
26/08/2029,18.05525914,14.06898431,40.29068271,125.5369665,6,3,1,2020,3077,90,18,16
27/08/2029,13.97884176,12.20699075,41.61899404,122.7507719,0,0,2,1949,2708,91,24,19
28/08/2029,18.05978901,15.33308362,51.54343253,138.358407,5,4,0,2196,3021,79,19,10
29/08/2029,15.92016843,19.95993649,58.72480776,132.9901351,5,2,2,2306,2698,94,29,12
30/08/2029,11.65901024,18.00536105,57.33382697,122.2973653,4,4,2,2146,3070,86,27,12
31/08/2029,10.24684157,18.45642092,59.65157846,111.233035,1,3,1,2121,2733,96,20,19
01/09/2029,13.627536,16.35264987,50.55668075,136.3431783,1,1,0,2080,3318,94,27,11
02/09/2029,15.46696328,10.41559848,55.75861877,135.3931052,8,1,0,1635,2743,91,23,19
03/09/2029,18.39820352,12.06797676,56.80800663,107.664808,4,2,2,1595,3390,81,19,14
04/09/2029,11.2748568,19.25064556,52.96063315,145.7375916,4,4,0,1618,2892,89,19,13
05/09/2029,18.00206348,13.66113118,46.77499808,103.2202558,6,0,1,1873,3065,81,21,15
06/09/2029,18.63009046,11.03636726,49.39956869,102.7518854,5,4,2,1773,2945,85,16,11
07/09/2029,11.50687487,17.02405366,57.15834144,109.3675209,1,2,2,2369,3348,74,17,13
08/09/2029,18.51594319,12.99457724,45.97095852,145.4730399,0,2,1,2377,2892,98,26,16
09/09/2029,19.91453568,12.68856913,58.47486263,125.9999062,4,2,1,2349,2508,85,16,10
10/09/2029,17.26838831,19.97977456,44.59612683,139.397046,3,1,1,1676,3112,86,24,12
11/09/2029,17.84769682,18.58138925,54.9903283,111.3921594,2,4,1,2372,3419,92,24,10
12/09/2029,19.94415268,14.07937818,52.61118469,124.5110987,1,4,1,2248,3306,98,26,11
13/09/2029,16.05481251,19.80261208,54.99198882,117.9144732,9,0,1,2283,3214,84,28,18
14/09/2029,13.07886382,16.50113223,48.74695145,141.3914304,1,2,2,1776,3403,82,16,19
15/09/2029,18.37530834,17.42022452,58.65282125,101.130222,3,2,0,1637,2652,77,17,14
16/09/2029,16.14485778,10.31513043,52.64944405,112.1921365,1,3,0,2373,2609,96,20,13
17/09/2029,15.81195424,11.21605259,45.76591609,107.6287112,3,3,2,1631,3333,90,19,13
18/09/2029,12.53635556,16.33085126,52.76910141,142.9594519,2,1,0,1543,2765,71,25,17
19/09/2029,17.5633427,18.99023983,45.73631494,123.3771925,8,4,0,1622,2872,77,29,12
20/09/2029,10.81667276,16.23743726,45.87264784,120.2110022,6,0,2,1635,2651,79,28,13
21/09/2029,19.24287071,11.34024894,47.99197023,122.4741381,2,0,0,1866,3475,76,27,11
22/09/2029,13.25823461,11.15760046,57.04860835,148.5962275,7,2,0,1872,3094,79,19,15
23/09/2029,11.27774653,18.44185896,50.00595749,142.5133697,8,0,2,1625,3454,94,16,18
24/09/2029,14.42366533,11.39302339,53.57801684,135.3184386,6,2,0,1938,2914,73,16,13
25/09/2029,10.42469909,15.20231961,47.83935481,114.523948,5,4,1,2286,3406,80,26,15
26/09/2029,16.84626194,10.3711332,45.2721088,108.25865,3,0,2,2075,3145,78,15,13
27/09/2029,19.0270551,10.80669767,59.09280321,146.0716815,4,2,0,2307,2825,73,17,11
28/09/2029,18.37263007,16.72348268,52.07162494,121.1537761,7,4,0,2243,3171,72,26,15
29/09/2029,11.27369473,16.8918141,58.67902677,113.93779,2,4,1,1550,3050,80,26,16
30/09/2029,11.26271137,13.41469407,44.06826004,123.5460413,1,2,2,1636,2675,72,25,13
01/10/2029,18.13434482,12.15609765,42.93788328,145.8923711,2,2,2,1657,3024,95,28,16
02/10/2029,19.24254275,18.13710271,57.11645814,119.3533657,6,1,0,1555,2814,87,21,17
03/10/2029,14.6066983,12.17103229,53.61834425,128.1320499,7,4,1,2092,2566,95,25,12
04/10/2029,14.98971117,15.4202707,43.73156999,140.1483151,0,2,1,2243,3451,88,19,11
05/10/2029,13.18262041,19.68208841,45.38719401,121.3566266,6,4,1,1927,3259,83,21,14
06/10/2029,18.94265118,11.47852438,56.01327883,111.6770901,8,0,1,1942,3052,93,23,11
07/10/2029,16.44902905,19.40876267,49.0773724,149.7262874,2,3,1,2410,2683,80,20,19
08/10/2029,12.88251577,11.82893053,53.41081013,147.8285429,2,3,1,2463,2534,93,16,14
09/10/2029,12.98782871,15.67443208,46.36704044,142.1739585,7,2,2,1825,3433,71,15,19
10/10/2029,18.91200073,13.77007712,47.62459906,134.418694,3,2,0,2139,3004,96,15,15
11/10/2029,10.13634024,19.64928602,59.81425117,114.7432814,7,4,0,2137,3348,71,24,17
12/10/2029,13.22726573,12.73542029,44.95234174,145.6706469,4,2,1,2328,3462,71,23,15
13/10/2029,15.54356681,13.99658002,50.12912754,113.7778335,2,4,2,1579,3301,79,28,13
14/10/2029,11.48217462,19.82860118,56.88804686,140.0404747,3,2,2,1973,2575,92,20,12
15/10/2029,10.92098754,15.36470391,44.78446427,145.9129084,3,4,1,1876,2971,84,20,11
16/10/2029,18.15276331,15.02630116,48.30427513,130.150192,7,2,0,2368,3081,91,18,10
17/10/2029,18.94404389,12.57778488,52.30182575,140.1528109,5,1,1,2418,3245,81,26,11
18/10/2029,18.23606421,17.0136356,49.62376303,139.584755,6,4,2,1832,3022,80,28,11
19/10/2029,18.9878789,10.14372952,49.19004533,109.6578876,8,1,1,1674,3379,86,16,14
20/10/2029,15.53111971,10.4951263,47.25019463,133.3962237,5,1,0,2156,2782,87,24,18
21/10/2029,18.12258121,15.99358587,51.73292656,104.6733968,2,1,0,1940,3315,83,17,10
22/10/2029,13.84042638,13.41674574,52.48745396,125.3925072,2,1,2,1625,3035,86,17,13
23/10/2029,16.66267861,19.53316372,53.06579082,108.1117774,2,0,1,2193,2773,84,22,19
24/10/2029,19.88835531,19.03190691,41.40736216,120.8174749,9,3,1,1718,3038,81,20,16
25/10/2029,12.25727724,17.13706259,52.62068351,141.6491037,1,0,2,2447,2553,96,21,19
26/10/2029,13.89899746,18.18145581,59.06474358,149.358392,0,2,1,1777,2554,85,23,12
27/10/2029,14.80047377,16.6733185,50.81972471,115.8979916,9,2,2,1984,3387,92,15,17
28/10/2029,11.38015487,11.25582103,54.30534165,126.5977849,0,3,1,2094,3244,75,16,12
29/10/2029,10.8103861,17.6554337,51.13464616,125.5649012,3,3,0,2434,2776,71,29,17
30/10/2029,18.29722866,12.10191969,57.09481237,147.7200755,2,3,2,2494,2942,71,23,11
31/10/2029,19.76794373,13.23442855,58.59166189,123.9291866,4,1,1,1640,3382,85,19,14
01/11/2029,14.04725064,18.19234212,43.68439799,134.9553103,8,0,1,2345,2917,71,18,13
02/11/2029,10.87649836,15.36525608,48.73720073,146.0894617,7,2,1,2106,3131,77,15,18
03/11/2029,10.65811761,18.59940714,47.84764202,118.668928,8,0,2,2376,2724,99,23,12
04/11/2029,18.91318206,12.1303532,48.10430247,145.1061119,4,0,0,2205,3069,76,25,14
05/11/2029,14.6381425,16.07778439,42.51048362,145.8728111,7,0,1,1609,2754,70,27,19
06/11/2029,13.20027317,10.83790973,56.27231452,146.5331252,3,3,2,1551,2675,73,23,18
07/11/2029,14.76461271,16.43060994,40.71532486,113.5223093,4,3,1,2114,3065,80,18,15
08/11/2029,13.18304095,17.62534038,50.56453215,120.0177797,2,2,0,2112,2645,89,23,11
09/11/2029,14.89035775,15.84930894,53.23756776,143.5197954,4,2,0,2153,3270,76,24,10
10/11/2029,18.59556397,12.66231501,44.14938876,117.9580912,2,2,0,2212,3163,87,27,10
11/11/2029,15.92301371,10.31342669,58.11700384,130.0126516,4,0,2,2469,2884,73,15,16
12/11/2029,16.94653773,11.19448884,56.77098414,105.9027254,4,3,1,1818,2761,86,29,11
13/11/2029,13.64670676,16.22302979,49.42167459,102.8137494,5,1,2,1698,3030,98,19,16
14/11/2029,17.38505879,19.34420217,48.22297865,120.5996995,8,0,1,2295,3353,98,15,10
15/11/2029,16.66617085,12.06534404,44.7313585,128.9458266,0,4,2,2228,2870,80,18,13
16/11/2029,11.19561998,17.35026149,54.59986449,119.6349557,9,0,1,1545,3182,80,26,19
17/11/2029,15.72642853,18.66451063,42.63487599,128.8867885,5,3,2,2004,3390,89,19,13
18/11/2029,12.56743496,15.20882178,53.60475508,125.7542188,0,4,1,2039,3403,80,28,14
19/11/2029,18.0409567,16.69265796,56.84913972,134.2853615,5,0,2,2013,2696,84,25,19
20/11/2029,14.25937708,18.15015317,44.56943152,132.4766216,1,3,0,2394,3447,83,17,10
21/11/2029,19.94684165,12.60675158,57.32854806,121.2122852,7,3,2,1516,3084,86,16,16
22/11/2029,10.92500438,12.96895674,40.66646399,121.249762,2,1,0,1814,3314,71,20,11
23/11/2029,17.80347863,10.00627517,58.25574771,107.038917,9,0,0,1935,3096,87,25,11
24/11/2029,16.73701734,19.63094131,42.36724456,125.6619286,5,3,1,1887,2783,85,27,17
25/11/2029,17.67498831,19.17544895,52.91518356,129.3589564,5,2,0,1576,2801,81,17,18
26/11/2029,13.07529795,17.64568264,45.00164938,123.8244699,3,3,0,2477,2631,79,24,15
27/11/2029,14.92054489,10.79076021,56.73104782,116.2853668,4,1,1,2398,2619,97,15,10
28/11/2029,17.9650852,14.4750289,50.24600722,136.0824272,1,3,2,1870,3227,85,25,10
29/11/2029,12.32541332,11.01891754,42.70482382,103.7330822,9,0,2,1664,2635,72,27,16
30/11/2029,12.26033197,10.15920267,51.41983143,145.7220185,9,0,0,2108,3127,77,19,17
01/12/2029,15.51050953,16.16182965,48.1576522,101.032172,7,4,2,2116,3072,96,16,12
02/12/2029,15.2356358,19.60829417,53.22895633,148.1175067,9,0,0,1523,3028,91,29,18
03/12/2029,12.8226247,19.02868023,57.6380657,123.11778,6,4,2,2211,2533,91,16,13
04/12/2029,12.98075651,16.96754815,48.18778262,120.6334972,9,2,2,1534,3031,94,29,13
05/12/2029,12.77845163,10.96640584,45.79761359,112.8222009,5,1,2,2013,2707,93,18,12
06/12/2029,17.71512062,12.74164038,40.29030189,100.5035567,6,2,0,2300,3469,71,18,17
07/12/2029,16.51900866,13.20056727,51.49678076,113.7395132,0,4,1,2343,3173,91,18,18
08/12/2029,18.32417183,17.63150058,48.04549535,105.4699963,4,3,2,2353,2798,70,21,10
09/12/2029,19.75473028,18.02249179,47.49298438,132.9910421,6,3,2,1960,3021,98,15,11
10/12/2029,14.74164296,13.85106123,43.65870643,115.9537486,0,2,2,1637,2593,83,27,10
11/12/2029,10.66693881,14.17883997,48.6011069,138.3589664,1,3,0,2348,2913,94,22,13
12/12/2029,10.4809231,10.44509039,59.68883907,110.3458094,8,4,1,2073,2870,73,26,19
13/12/2029,12.95665039,12.89136718,45.95508307,145.0117429,2,1,0,2310,2908,73,27,16
14/12/2029,19.32544589,14.51285177,51.99408827,126.1490758,5,0,2,2208,2882,78,24,16
15/12/2029,15.23213055,11.16983046,55.52973763,105.7253098,6,4,0,2388,2940,72,23,15
16/12/2029,12.71786516,14.53267461,54.98315646,120.0422618,8,4,2,2070,3377,74,24,14
17/12/2029,13.99166795,18.53175812,46.57548575,110.3380262,4,0,2,1764,2946,70,27,13
18/12/2029,15.98595107,15.8132102,52.21720167,109.9842713,3,0,0,1832,3118,91,28,17
19/12/2029,16.52949658,10.78929855,57.42529371,125.3184869,1,1,2,1687,3116,88,29,16
20/12/2029,11.5391951,11.91671319,40.30894855,133.5946008,2,1,2,1562,2570,70,20,19
21/12/2029,19.77031677,14.7454435,48.71468714,145.5809103,4,1,1,2319,3442,79,18,10
22/12/2029,15.44772227,13.6148715,44.48546836,125.1081005,1,3,0,1778,2583,91,20,15
23/12/2029,11.35688318,13.5872702,47.77264581,148.2919388,3,4,0,2041,2708,99,24,11
24/12/2029,18.93635253,15.29267448,48.31979216,147.0817426,0,0,2,1670,2758,81,21,13
25/12/2029,10.74638431,15.84395922,54.9334193,143.2531265,3,4,2,2002,2738,79,20,14
26/12/2029,19.07735433,17.9686157,41.87643745,124.9988632,6,4,0,2463,2801,71,25,17
27/12/2029,19.96565656,13.40966563,50.25167806,107.0451972,2,1,0,2032,2731,85,15,15
28/12/2029,17.00431799,18.05466283,51.28389584,110.8952235,9,1,0,1798,3431,77,19,11
29/12/2029,17.70447221,13.38611229,49.88315207,132.3835001,7,4,2,1700,2781,83,22,14
30/12/2029,13.37302836,10.55432989,54.63746506,121.087749,5,1,1,1634,2893,98,29,14
31/12/2029,19.41576853,15.54187651,47.67582512,107.3400816,5,3,1,1771,2917,84,22,15
01/01/2030,15.29713966,15.87902325,58.89934127,123.9496967,0,0,2,2034,2705,85,26,10
